file_name,set,class
left\67fcdb05_nohash_0.wav,0,1
left\0ff728b5_nohash_0.wav,0,1
left\d9aa8c90_nohash_0.wav,0,1
down\e11fbc6e_nohash_0.wav,0,0
stop\f035e2ea_nohash_4.wav,0,3
left\8c7c9168_nohash_0.wav,0,1
right\c37a72d3_nohash_0.wav,0,2
stop\e4be0cf6_nohash_3.wav,0,3
stop\97f4c236_nohash_3.wav,0,3
right\de3fe344_nohash_0.wav,0,2
down\b2c1ad13_nohash_0.wav,0,0
down\c18d8d00_nohash_2.wav,0,0
up\1970b130_nohash_1.wav,0,4
stop\da1d320c_nohash_0.wav,0,3
stop\105e72bb_nohash_1.wav,0,3
down\7ff085e1_nohash_0.wav,0,0
down\cfbedff9_nohash_2.wav,0,0
stop\3ce4910e_nohash_3.wav,0,3
stop\8fe52b97_nohash_0.wav,0,3
down\df038de4_nohash_0.wav,0,0
right\d069e6ff_nohash_2.wav,0,2
stop\c50f55b8_nohash_5.wav,0,3
stop\f2898d06_nohash_0.wav,0,3
up\f822b9bf_nohash_4.wav,0,4
right\29dce108_nohash_1.wav,0,2
stop\a16013b7_nohash_0.wav,0,3
left\893705bb_nohash_1.wav,0,1
up\9be15e93_nohash_3.wav,0,4
down\692a88e6_nohash_3.wav,0,0
right\412c675c_nohash_0.wav,0,2
stop\92b0a735_nohash_0.wav,0,3
down\cd85758f_nohash_2.wav,0,0
stop\fc2411fe_nohash_1.wav,0,3
stop\89947bd7_nohash_1.wav,0,3
down\067f61e2_nohash_1.wav,0,0
left\c93d5e22_nohash_1.wav,0,1
left\79b37d3a_nohash_0.wav,0,1
stop\b69002d4_nohash_3.wav,0,3
right\b414c653_nohash_4.wav,0,2
stop\3bfd30e6_nohash_3.wav,0,3
stop\27c24504_nohash_2.wav,0,3
stop\5f8097e1_nohash_1.wav,0,3
stop\978240e1_nohash_1.wav,0,3
right\91bed2e0_nohash_1.wav,0,2
down\28ef2a01_nohash_0.wav,0,0
right\a1cf7fd8_nohash_2.wav,0,2
up\131e738d_nohash_2.wav,0,4
up\471a0925_nohash_2.wav,0,4
up\7ce8df21_nohash_0.wav,0,4
left\eb609143_nohash_0.wav,0,1
right\f174517e_nohash_0.wav,0,2
up\eeaf97c3_nohash_3.wav,0,4
up\070b49af_nohash_1.wav,0,4
down\a1e71565_nohash_1.wav,0,0
down\ddedba85_nohash_0.wav,0,0
up\3102f006_nohash_4.wav,0,4
up\f2f0d244_nohash_0.wav,0,4
up\da584bc0_nohash_2.wav,0,4
up\ad63d93c_nohash_3.wav,0,4
right\8e523821_nohash_3.wav,0,2
up\54d9ccb5_nohash_0.wav,0,4
down\61e50f62_nohash_0.wav,0,0
down\c39703ec_nohash_2.wav,0,0
stop\ced4e2a1_nohash_1.wav,0,3
up\28e47b1a_nohash_2.wav,0,4
down\587f3271_nohash_0.wav,0,0
stop\a331d9cb_nohash_0.wav,0,3
up\eb609143_nohash_0.wav,0,4
up\88f8a99c_nohash_0.wav,0,4
left\9b02d503_nohash_3.wav,0,1
stop\3a3ee7ed_nohash_1.wav,0,3
up\bdd22e4d_nohash_0.wav,0,4
down\6e8b9b7b_nohash_0.wav,0,0
stop\c1d39ce8_nohash_0.wav,0,3
up\5e3b7a84_nohash_1.wav,0,4
right\80768fa5_nohash_0.wav,0,2
left\060cd039_nohash_0.wav,0,1
up\c9e251d2_nohash_0.wav,0,4
up\71f6fed7_nohash_0.wav,0,4
right\611d2b50_nohash_2.wav,0,2
left\94de6a6a_nohash_4.wav,0,1
down\b97c9f77_nohash_1.wav,0,0
left\c39703ec_nohash_1.wav,0,1
down\a05a90c1_nohash_3.wav,0,0
left\28497c5b_nohash_0.wav,0,1
stop\c50f55b8_nohash_12.wav,0,3
down\42a99aec_nohash_4.wav,0,0
left\692a88e6_nohash_3.wav,0,1
stop\0d6d7360_nohash_0.wav,0,3
right\8e05039f_nohash_0.wav,0,2
down\31f01a8d_nohash_1.wav,0,0
down\e6327279_nohash_1.wav,0,0
left\5c39594f_nohash_1.wav,0,1
stop\e4b02540_nohash_0.wav,0,3
up\da584bc0_nohash_0.wav,0,4
right\77def3ee_nohash_3.wav,0,2
right\ef3367d9_nohash_1.wav,0,2
down\888a0c49_nohash_1.wav,0,0
left\5f8097e1_nohash_0.wav,0,1
left\b76f6088_nohash_1.wav,0,1
stop\ce0cb033_nohash_0.wav,0,3
stop\716757ce_nohash_1.wav,0,3
left\ce0cb033_nohash_1.wav,0,1
down\da15e796_nohash_0.wav,0,0
down\42a99aec_nohash_2.wav,0,0
down\ee1d8d49_nohash_3.wav,0,0
up\d264f7b6_nohash_0.wav,0,4
right\90804775_nohash_0.wav,0,2
right\1f653d27_nohash_1.wav,0,2
stop\2fee065a_nohash_2.wav,0,3
down\742d6431_nohash_3.wav,0,0
down\437455be_nohash_0.wav,0,0
right\8a0457c9_nohash_0.wav,0,2
down\bbf38549_nohash_4.wav,0,0
right\a243fcc2_nohash_0.wav,0,2
up\099d52ad_nohash_4.wav,0,4
up\83957201_nohash_1.wav,0,4
left\4b39347d_nohash_0.wav,0,1
down\3589bc72_nohash_1.wav,0,0
right\b737ee80_nohash_1.wav,0,2
down\bdd22e4d_nohash_3.wav,0,0
up\f33660af_nohash_0.wav,0,4
down\95218ce8_nohash_0.wav,0,0
up\acfd5b5e_nohash_0.wav,0,4
up\8a90cf67_nohash_1.wav,0,4
stop\c518d1b1_nohash_1.wav,0,3
stop\ae32324a_nohash_0.wav,0,3
right\012187a4_nohash_1.wav,0,2
up\9e92ef0c_nohash_1.wav,0,4
right\f19c1390_nohash_0.wav,0,2
right\171edea9_nohash_0.wav,0,2
stop\1a892463_nohash_0.wav,0,3
down\28ce0c58_nohash_2.wav,0,0
up\e95c70e2_nohash_0.wav,0,4
stop\4c6167ca_nohash_3.wav,0,3
right\7d6b4b10_nohash_2.wav,0,2
down\a77fbcfd_nohash_2.wav,0,0
up\353b4d33_nohash_0.wav,0,4
up\9331d34b_nohash_1.wav,0,4
left\f33660af_nohash_1.wav,0,1
stop\f68160c0_nohash_2.wav,0,3
right\dabf67d9_nohash_2.wav,0,2
right\cc3b5b62_nohash_0.wav,0,2
up\a8cf01bc_nohash_0.wav,0,4
up\b6ebe225_nohash_0.wav,0,4
left\bb05582b_nohash_0.wav,0,1
stop\9dc1889e_nohash_2.wav,0,3
up\439c84f4_nohash_2.wav,0,4
up\0ff728b5_nohash_4.wav,0,4
left\6d0ad764_nohash_0.wav,0,1
down\28e47b1a_nohash_0.wav,0,0
down\14df1e28_nohash_0.wav,0,0
up\e0611c84_nohash_0.wav,0,4
stop\742d6431_nohash_0.wav,0,3
right\226537ab_nohash_0.wav,0,2
left\4c3cddb8_nohash_1.wav,0,1
stop\cb72dfb6_nohash_4.wav,0,3
up\fbb56351_nohash_1.wav,0,4
down\42a99aec_nohash_1.wav,0,0
left\a9f54d8d_nohash_0.wav,0,1
right\173ae793_nohash_0.wav,0,2
down\ff2b842e_nohash_2.wav,0,0
right\8dc26a15_nohash_0.wav,0,2
down\1d919a90_nohash_0.wav,0,0
stop\6272b231_nohash_0.wav,0,3
down\2748cce7_nohash_2.wav,0,0
stop\eaa83485_nohash_3.wav,0,3
stop\528f9242_nohash_0.wav,0,3
left\dca2797e_nohash_1.wav,0,1
right\b76f6088_nohash_1.wav,0,2
down\5f01c798_nohash_0.wav,0,0
right\131e738d_nohash_3.wav,0,2
stop\35d1b6ee_nohash_4.wav,0,3
up\6846af18_nohash_1.wav,0,4
stop\c2dccf38_nohash_4.wav,0,3
up\81332c92_nohash_3.wav,0,4
left\ab76ac76_nohash_1.wav,0,1
stop\fbe51750_nohash_0.wav,0,3
down\ccfd721c_nohash_1.wav,0,0
up\f8f60f59_nohash_1.wav,0,4
left\a489191a_nohash_1.wav,0,1
down\2aca1e72_nohash_3.wav,0,0
right\617aeb6c_nohash_4.wav,0,2
stop\74551073_nohash_1.wav,0,3
stop\b97c9f77_nohash_1.wav,0,3
right\c661be6e_nohash_1.wav,0,2
left\3824c00e_nohash_2.wav,0,1
left\f5341341_nohash_2.wav,0,1
up\c842b5e4_nohash_1.wav,0,4
left\6f1ffef6_nohash_0.wav,0,1
stop\e9901cf0_nohash_0.wav,0,3
up\57152045_nohash_2.wav,0,4
up\b83c1acf_nohash_4.wav,0,4
right\c5a1e46c_nohash_1.wav,0,2
up\f0659908_nohash_2.wav,0,4
up\e5dadd24_nohash_0.wav,0,4
stop\778a4a01_nohash_0.wav,0,3
left\45692b02_nohash_0.wav,0,1
right\ec545975_nohash_2.wav,0,2
left\676f8138_nohash_3.wav,0,1
left\87070229_nohash_2.wav,0,1
right\48bfde8e_nohash_1.wav,0,2
stop\131e738d_nohash_4.wav,0,3
down\88d009d2_nohash_0.wav,0,0
stop\9a8d8d34_nohash_0.wav,0,3
up\f68160c0_nohash_1.wav,0,4
left\a4b21cbc_nohash_1.wav,0,1
down\0474c92a_nohash_0.wav,0,0
down\f2e9b610_nohash_4.wav,0,0
up\03431e13_nohash_0.wav,0,4
down\4c6167ca_nohash_6.wav,0,0
left\b91b718c_nohash_3.wav,0,1
left\da7689f1_nohash_0.wav,0,1
right\09a7aa2a_nohash_0.wav,0,2
right\18f8afd5_nohash_3.wav,0,2
right\325a0c39_nohash_0.wav,0,2
down\05739450_nohash_0.wav,0,0
right\7622d95b_nohash_0.wav,0,2
left\ace072ba_nohash_0.wav,0,1
left\63f7a489_nohash_0.wav,0,1
down\a9f54d8d_nohash_0.wav,0,0
left\20fd451f_nohash_2.wav,0,1
left\ab9b93e4_nohash_2.wav,0,1
right\d962e5ac_nohash_0.wav,0,2
down\29229c21_nohash_0.wav,0,0
down\0137b3f4_nohash_2.wav,0,0
stop\db24628d_nohash_1.wav,0,3
right\cb5d2c6e_nohash_1.wav,0,2
down\a77fbcfd_nohash_0.wav,0,0
stop\322d17d3_nohash_4.wav,0,3
up\caedb73a_nohash_1.wav,0,4
left\e5c48e53_nohash_0.wav,0,1
stop\bbf38549_nohash_3.wav,0,3
up\db72a474_nohash_2.wav,0,4
stop\53fd1780_nohash_0.wav,0,3
stop\b66f4f93_nohash_6.wav,0,3
down\262d7a03_nohash_0.wav,0,0
down\71e6ab20_nohash_1.wav,0,0
left\190821dc_nohash_0.wav,0,1
left\e0322f2c_nohash_1.wav,0,1
down\742d6431_nohash_1.wav,0,0
stop\caa4779f_nohash_2.wav,0,3
stop\888a0c49_nohash_2.wav,0,3
down\ec201020_nohash_2.wav,0,0
left\d3831f6a_nohash_4.wav,0,1
right\5104f2f4_nohash_0.wav,0,2
down\a2b16113_nohash_0.wav,0,0
up\c634a189_nohash_1.wav,0,4
up\da2c5f1b_nohash_3.wav,0,4
right\c44d2a58_nohash_2.wav,0,2
down\c2bc4489_nohash_1.wav,0,0
up\88e85150_nohash_1.wav,0,4
up\3c4aa5ef_nohash_0.wav,0,4
up\333d7ddb_nohash_2.wav,0,4
right\197f4153_nohash_3.wav,0,2
down\4c3cddb8_nohash_1.wav,0,0
left\dec73123_nohash_0.wav,0,1
down\c22ebf46_nohash_4.wav,0,0
left\1e412fac_nohash_1.wav,0,1
left\189cbabe_nohash_2.wav,0,1
stop\3d53244b_nohash_2.wav,0,3
up\525eaa62_nohash_0.wav,0,4
stop\5677ec77_nohash_1.wav,0,3
stop\0d82fd99_nohash_3.wav,0,3
stop\0ea9c8ce_nohash_3.wav,0,3
left\2aca1e72_nohash_6.wav,0,1
down\5170b77f_nohash_3.wav,0,0
down\b4ea0d9a_nohash_5.wav,0,0
up\8281a2a8_nohash_0.wav,0,4
stop\4407ba92_nohash_0.wav,0,3
right\dae01802_nohash_3.wav,0,2
right\f632210f_nohash_1.wav,0,2
left\ceef6d96_nohash_0.wav,0,1
left\2a0b413e_nohash_0.wav,0,1
up\616420be_nohash_4.wav,0,4
right\bdd22e4d_nohash_2.wav,0,2
down\525eaa62_nohash_3.wav,0,0
right\d1214f15_nohash_0.wav,0,2
left\fb727898_nohash_3.wav,0,1
left\3bfd30e6_nohash_1.wav,0,1
stop\6124b431_nohash_2.wav,0,3
down\c8db14a8_nohash_0.wav,0,0
down\7e7ca854_nohash_1.wav,0,0
down\c948d727_nohash_0.wav,0,0
right\6c429c7b_nohash_3.wav,0,2
stop\ab46af55_nohash_5.wav,0,3
right\cd671b5f_nohash_2.wav,0,2
left\9b02d503_nohash_0.wav,0,1
down\94d370bf_nohash_2.wav,0,0
stop\3589bc72_nohash_4.wav,0,3
up\2a0b413e_nohash_1.wav,0,4
up\b087aa0e_nohash_0.wav,0,4
down\890cc926_nohash_3.wav,0,0
up\39833acb_nohash_1.wav,0,4
right\954f190f_nohash_1.wav,0,2
up\e55a2b20_nohash_1.wav,0,4
right\cd7f8c1b_nohash_0.wav,0,2
right\8eb4a1bf_nohash_1.wav,0,2
down\3bb68054_nohash_3.wav,0,0
stop\b5cf6ea8_nohash_1.wav,0,3
right\ab5d7179_nohash_0.wav,0,2
up\617de221_nohash_0.wav,0,4
down\256c0a05_nohash_0.wav,0,0
down\ce9410da_nohash_0.wav,0,0
stop\aff582a1_nohash_3.wav,0,3
stop\cce17a61_nohash_0.wav,0,3
stop\96a48d28_nohash_0.wav,0,3
up\76b58705_nohash_0.wav,0,4
left\e5dadd24_nohash_0.wav,0,1
stop\11321027_nohash_1.wav,0,3
stop\6c9223bd_nohash_0.wav,0,3
stop\3291330e_nohash_1.wav,0,3
up\840eab5a_nohash_0.wav,0,4
up\ec989d6d_nohash_0.wav,0,4
up\1ed0b13d_nohash_1.wav,0,4
down\4995d875_nohash_3.wav,0,0
stop\eefd26f3_nohash_0.wav,0,3
up\d0faf7e4_nohash_4.wav,0,4
stop\9ff2d2f4_nohash_1.wav,0,3
right\59c3a7f2_nohash_1.wav,0,2
left\51f7a034_nohash_0.wav,0,1
stop\b83c1acf_nohash_3.wav,0,3
up\7c83c5f6_nohash_1.wav,0,4
stop\f5e44d34_nohash_1.wav,0,3
left\6add0595_nohash_0.wav,0,1
right\365908bd_nohash_3.wav,0,2
down\d1453a87_nohash_1.wav,0,0
right\888a0c49_nohash_3.wav,0,2
right\df5457dc_nohash_0.wav,0,2
left\03401e93_nohash_1.wav,0,1
up\888a0c49_nohash_2.wav,0,4
up\cd7f8c1b_nohash_3.wav,0,4
left\ac9dee0e_nohash_3.wav,0,1
up\cdbd6969_nohash_1.wav,0,4
right\cc6ee39b_nohash_0.wav,0,2
left\1496195a_nohash_4.wav,0,1
down\6c0f6493_nohash_0.wav,0,0
left\215699ff_nohash_2.wav,0,1
left\24befdb3_nohash_0.wav,0,1
up\27c24504_nohash_1.wav,0,4
left\264f471d_nohash_3.wav,0,1
right\caedb73a_nohash_0.wav,0,2
right\a1cf7fd8_nohash_1.wav,0,2
left\d4082f3e_nohash_2.wav,0,1
stop\8ec6dab6_nohash_0.wav,0,3
right\bc196f81_nohash_0.wav,0,2
stop\105a0eea_nohash_0.wav,0,3
up\69a1a79f_nohash_3.wav,0,4
down\2cf28b70_nohash_0.wav,0,0
right\ee1d8d49_nohash_0.wav,0,2
right\413bcfe1_nohash_0.wav,0,2
up\1c84a139_nohash_2.wav,0,4
right\e8d562ca_nohash_2.wav,0,2
left\a16013b7_nohash_2.wav,0,1
stop\b87bdb22_nohash_2.wav,0,3
stop\2da58b32_nohash_3.wav,0,3
down\0f7205ef_nohash_1.wav,0,0
stop\0f7266cf_nohash_1.wav,0,3
up\ec74a8a5_nohash_1.wav,0,4
stop\3852fca2_nohash_0.wav,0,3
left\1c1060b1_nohash_0.wav,0,1
stop\f0ac2522_nohash_0.wav,0,3
left\ab76ac76_nohash_0.wav,0,1
right\eeaf97c3_nohash_2.wav,0,2
up\ef77b778_nohash_2.wav,0,4
down\fa52ddf6_nohash_1.wav,0,0
right\43b85b64_nohash_0.wav,0,2
stop\fc2411fe_nohash_0.wav,0,3
stop\acfd3bc3_nohash_3.wav,0,3
right\06f6c194_nohash_4.wav,0,2
left\b4ea0d9a_nohash_2.wav,0,1
left\f8ba7c0e_nohash_2.wav,0,1
stop\71904de3_nohash_1.wav,0,3
up\5a0bc987_nohash_1.wav,0,4
up\325a0c39_nohash_1.wav,0,4
stop\9e075bf1_nohash_1.wav,0,3
stop\0b7ee1a0_nohash_0.wav,0,3
down\3a182c98_nohash_2.wav,0,0
stop\bde0f20a_nohash_0.wav,0,3
right\7be9f58a_nohash_0.wav,0,2
down\e3e0f145_nohash_2.wav,0,0
down\b91b718c_nohash_0.wav,0,0
stop\9735764a_nohash_0.wav,0,3
left\de89e2ca_nohash_3.wav,0,1
right\d1a4fb3f_nohash_0.wav,0,2
down\fe5c4a7a_nohash_0.wav,0,0
left\a24582a0_nohash_1.wav,0,1
up\ccca5655_nohash_0.wav,0,4
right\1e4064b8_nohash_2.wav,0,2
stop\f953e1af_nohash_0.wav,0,3
right\9151f184_nohash_0.wav,0,2
down\a4383927_nohash_0.wav,0,0
down\5ebc1cda_nohash_0.wav,0,0
stop\c1d39ce8_nohash_4.wav,0,3
down\24b82192_nohash_2.wav,0,0
right\3d794813_nohash_1.wav,0,2
down\c50f55b8_nohash_13.wav,0,0
up\789e4ee7_nohash_1.wav,0,4
up\b2fbe484_nohash_0.wav,0,4
right\ff4ed4f3_nohash_0.wav,0,2
left\1acc97de_nohash_1.wav,0,1
down\c0e0f834_nohash_0.wav,0,0
left\94de6a6a_nohash_2.wav,0,1
stop\91ffb786_nohash_0.wav,0,3
right\d0426d63_nohash_1.wav,0,2
stop\ff2b842e_nohash_0.wav,0,3
up\bd76a7fd_nohash_2.wav,0,4
up\821b64cc_nohash_3.wav,0,4
right\99e6cab8_nohash_1.wav,0,2
down\7f581e94_nohash_0.wav,0,0
down\126a31d2_nohash_0.wav,0,0
left\171edea9_nohash_2.wav,0,1
left\29229c21_nohash_2.wav,0,1
left\2fcb6397_nohash_3.wav,0,1
right\a77fbcfd_nohash_3.wav,0,2
stop\ceaadb24_nohash_1.wav,0,3
left\10627519_nohash_0.wav,0,1
left\2b42e7a2_nohash_3.wav,0,1
down\541120c7_nohash_2.wav,0,0
stop\cb72dfb6_nohash_2.wav,0,3
down\8ec6dab6_nohash_2.wav,0,0
down\5b32733e_nohash_0.wav,0,0
right\10f2bb12_nohash_2.wav,0,2
left\33903159_nohash_0.wav,0,1
down\1ecfb537_nohash_1.wav,0,0
right\b0bad4a9_nohash_1.wav,0,2
left\3a3ee7ed_nohash_0.wav,0,1
right\cd671b5f_nohash_1.wav,0,2
down\3777c08e_nohash_0.wav,0,0
up\0e6e36c9_nohash_0.wav,0,4
down\baeac2ba_nohash_0.wav,0,0
right\7c75a504_nohash_0.wav,0,2
up\4cee0c60_nohash_3.wav,0,4
right\b5552931_nohash_4.wav,0,2
down\3f170018_nohash_0.wav,0,0
left\1a0f9c63_nohash_0.wav,0,1
right\69a1a79f_nohash_4.wav,0,2
left\462dca36_nohash_0.wav,0,1
right\93ec8b84_nohash_1.wav,0,2
right\f8f60f59_nohash_2.wav,0,2
stop\ea0cf37f_nohash_0.wav,0,3
down\b93528e3_nohash_0.wav,0,0
left\370844f7_nohash_1.wav,0,1
left\3bfd30e6_nohash_2.wav,0,1
left\8012c69d_nohash_3.wav,0,1
left\ca58a8c6_nohash_0.wav,0,1
stop\f68160c0_nohash_0.wav,0,3
right\742d6431_nohash_4.wav,0,2
stop\68dd409e_nohash_0.wav,0,3
stop\97ae8b25_nohash_0.wav,0,3
left\ef77b778_nohash_3.wav,0,1
left\fc3ba625_nohash_3.wav,0,1
down\0e6e36c9_nohash_2.wav,0,0
right\47d01978_nohash_0.wav,0,2
left\72e382bd_nohash_3.wav,0,1
down\38c388bc_nohash_0.wav,0,0
stop\5769c5ab_nohash_3.wav,0,3
stop\18e910f4_nohash_4.wav,0,3
right\7dc50b88_nohash_1.wav,0,2
right\4e99c1b7_nohash_2.wav,0,2
right\b87bdb22_nohash_1.wav,0,2
stop\39833acb_nohash_1.wav,0,3
down\559bc36a_nohash_0.wav,0,0
right\dc269564_nohash_0.wav,0,2
stop\cc592808_nohash_0.wav,0,3
stop\499be02e_nohash_3.wav,0,3
right\01bb6a2a_nohash_1.wav,0,2
left\0717b9f6_nohash_3.wav,0,1
up\69a1a79f_nohash_1.wav,0,4
right\a16013b7_nohash_1.wav,0,2
stop\6904f0cb_nohash_0.wav,0,3
down\55feffd5_nohash_0.wav,0,0
right\3367cff6_nohash_0.wav,0,2
up\28ed6bc9_nohash_1.wav,0,4
left\2da58b32_nohash_3.wav,0,1
right\3cc595de_nohash_2.wav,0,2
down\a16b3102_nohash_0.wav,0,0
up\821b64cc_nohash_2.wav,0,4
stop\735845ab_nohash_0.wav,0,3
stop\9886d8bf_nohash_4.wav,0,3
stop\e5d2e09d_nohash_0.wav,0,3
stop\3108acca_nohash_0.wav,0,3
up\15f04ff8_nohash_0.wav,0,4
stop\035de8fe_nohash_0.wav,0,3
right\0f7266cf_nohash_1.wav,0,2
right\6fb3d5a7_nohash_1.wav,0,2
stop\b0ae6326_nohash_2.wav,0,3
up\617aeb6c_nohash_4.wav,0,4
up\f174517e_nohash_1.wav,0,4
right\7846fd85_nohash_2.wav,0,2
right\57152045_nohash_1.wav,0,2
left\c0445658_nohash_0.wav,0,1
left\235b444f_nohash_3.wav,0,1
right\23ad12d8_nohash_0.wav,0,2
down\fc3ba625_nohash_3.wav,0,0
right\210f3aa9_nohash_0.wav,0,2
up\964e8cfd_nohash_1.wav,0,4
down\0a2b400e_nohash_4.wav,0,0
right\9a7c1f83_nohash_3.wav,0,2
left\cd671b5f_nohash_1.wav,0,1
down\c9b653a0_nohash_4.wav,0,0
down\f2e9b610_nohash_2.wav,0,0
left\833d9f56_nohash_2.wav,0,1
left\a55105d0_nohash_3.wav,0,1
stop\3f45a0cf_nohash_3.wav,0,3
stop\f9bdf10e_nohash_0.wav,0,3
left\cce7416f_nohash_3.wav,0,1
up\ee202358_nohash_2.wav,0,4
left\f01a0d63_nohash_1.wav,0,1
up\fa57ab3b_nohash_1.wav,0,4
stop\25e95412_nohash_6.wav,0,3
left\cd911ace_nohash_1.wav,0,1
up\b87bdb22_nohash_3.wav,0,4
right\f9643d42_nohash_0.wav,0,2
left\f19c1390_nohash_3.wav,0,1
left\c578beb0_nohash_0.wav,0,1
stop\4b39347d_nohash_1.wav,0,3
stop\3a69f765_nohash_2.wav,0,3
up\9151f184_nohash_3.wav,0,4
stop\229978fd_nohash_3.wav,0,3
left\db43cd03_nohash_1.wav,0,1
stop\5677ec77_nohash_0.wav,0,3
right\139b255d_nohash_0.wav,0,2
down\a2cc5444_nohash_0.wav,0,0
down\1474273a_nohash_0.wav,0,0
right\c6ee87a7_nohash_1.wav,0,2
down\4e8c5516_nohash_0.wav,0,0
stop\cc3b5b62_nohash_0.wav,0,3
stop\a489191a_nohash_4.wav,0,3
down\8e05039f_nohash_1.wav,0,0
up\7622d95b_nohash_0.wav,0,4
left\36050ef3_nohash_1.wav,0,1
down\ace072ba_nohash_0.wav,0,0
left\c6ee87a7_nohash_3.wav,0,1
left\87eff300_nohash_1.wav,0,1
left\a55105d0_nohash_1.wav,0,1
right\61bcb275_nohash_0.wav,0,2
down\cba7f985_nohash_0.wav,0,0
down\9efe5140_nohash_0.wav,0,0
stop\b52bd596_nohash_0.wav,0,3
down\beb458a4_nohash_1.wav,0,0
up\dd6c6806_nohash_0.wav,0,4
stop\dca2797e_nohash_0.wav,0,3
right\563aa4e6_nohash_0.wav,0,2
stop\c0c0d87d_nohash_0.wav,0,3
stop\4abb2400_nohash_0.wav,0,3
left\bb6d4301_nohash_2.wav,0,1
left\a1e71565_nohash_1.wav,0,1
stop\0d82fd99_nohash_2.wav,0,3
left\5744b6a7_nohash_1.wav,0,1
stop\3b3d2f59_nohash_1.wav,0,3
left\b0ae6326_nohash_0.wav,0,1
right\893705bb_nohash_5.wav,0,2
stop\0132a06d_nohash_3.wav,0,3
left\d4082f3e_nohash_1.wav,0,1
down\fb7eb481_nohash_4.wav,0,0
stop\211b928a_nohash_4.wav,0,3
left\30f31e42_nohash_0.wav,0,1
down\7c83c5f6_nohash_2.wav,0,0
stop\ddedba85_nohash_4.wav,0,3
right\65d14087_nohash_0.wav,0,2
stop\01b4757a_nohash_0.wav,0,3
up\e1469561_nohash_4.wav,0,4
down\3903b558_nohash_0.wav,0,0
stop\a827e3a1_nohash_3.wav,0,3
left\9448c397_nohash_0.wav,0,1
down\413bcfe1_nohash_1.wav,0,0
stop\b87bdb22_nohash_3.wav,0,3
up\6ef407da_nohash_1.wav,0,4
left\b959cd0c_nohash_0.wav,0,1
up\4c6944d6_nohash_2.wav,0,4
stop\32ad5b65_nohash_1.wav,0,3
down\0b77ee66_nohash_2.wav,0,0
right\8134f43f_nohash_4.wav,0,2
stop\f5341341_nohash_0.wav,0,3
stop\f0659908_nohash_1.wav,0,3
left\d9aa8c90_nohash_1.wav,0,1
stop\31fd5cf5_nohash_0.wav,0,3
right\e9bc5cc2_nohash_3.wav,0,2
right\71d0ded4_nohash_2.wav,0,2
up\716757ce_nohash_1.wav,0,4
left\55feffd5_nohash_0.wav,0,1
right\ec201020_nohash_3.wav,0,2
down\dca2797e_nohash_3.wav,0,0
down\d21fd169_nohash_3.wav,0,0
left\e7d0eb3f_nohash_2.wav,0,1
up\439c84f4_nohash_0.wav,0,4
right\a759efbc_nohash_0.wav,0,2
left\ab71c9a7_nohash_0.wav,0,1
left\39afb88e_nohash_3.wav,0,1
up\c9b653a0_nohash_0.wav,0,4
left\eeaf97c3_nohash_4.wav,0,1
down\a7acbbeb_nohash_2.wav,0,0
up\f2f0d244_nohash_3.wav,0,4
down\a583c5b0_nohash_0.wav,0,0
stop\4f781a59_nohash_0.wav,0,3
right\bb6d4301_nohash_1.wav,0,2
up\25132942_nohash_3.wav,0,4
stop\9a7c1f83_nohash_2.wav,0,3
down\eb609143_nohash_0.wav,0,0
stop\b76f6088_nohash_3.wav,0,3
down\3f45a0cf_nohash_0.wav,0,0
right\d0faf7e4_nohash_2.wav,0,2
right\c39703ec_nohash_0.wav,0,2
right\1b627376_nohash_0.wav,0,2
left\617de221_nohash_4.wav,0,1
up\274c008f_nohash_0.wav,0,4
right\91ffb786_nohash_0.wav,0,2
stop\21832144_nohash_3.wav,0,3
down\784e281a_nohash_0.wav,0,0
right\94d370bf_nohash_1.wav,0,2
up\8fe67225_nohash_1.wav,0,4
left\bb31b82b_nohash_0.wav,0,1
left\4c6167ca_nohash_0.wav,0,1
down\c18d8d00_nohash_0.wav,0,0
left\e53139ad_nohash_2.wav,0,1
stop\e7ea8b76_nohash_4.wav,0,3
up\74241b28_nohash_2.wav,0,4
left\5fadb538_nohash_2.wav,0,1
left\f7b43563_nohash_3.wav,0,1
stop\190821dc_nohash_1.wav,0,3
right\8c4854bc_nohash_1.wav,0,2
up\ef3367d9_nohash_0.wav,0,4
stop\74241b28_nohash_0.wav,0,3
up\6e41a77e_nohash_1.wav,0,4
stop\c0445658_nohash_3.wav,0,3
stop\53458368_nohash_0.wav,0,3
right\dd6c6806_nohash_0.wav,0,2
right\d394ef8e_nohash_4.wav,0,2
down\be7a5b2d_nohash_2.wav,0,0
stop\3b195250_nohash_3.wav,0,3
right\f822b9bf_nohash_3.wav,0,2
up\422f8cf1_nohash_1.wav,0,4
left\71f9bba8_nohash_1.wav,0,1
right\6e74c582_nohash_0.wav,0,2
left\da040491_nohash_3.wav,0,1
up\ac7840d8_nohash_2.wav,0,4
right\89f3ab7d_nohash_0.wav,0,2
up\3d6bee47_nohash_0.wav,0,4
down\df1d5024_nohash_0.wav,0,0
up\20a0d54b_nohash_0.wav,0,4
down\46a153d8_nohash_2.wav,0,0
left\a3fc7884_nohash_0.wav,0,1
right\0ea0e2f4_nohash_0.wav,0,2
down\b25b6065_nohash_0.wav,0,0
